职位名,公司名,工作地点,薪资,发布时间
web前端高级工程师,深圳市前海元亨投资中心（有限合伙）,深圳-南山区,1.5-2万/月,05-18
网站开发工程师,深圳市前海元亨投资中心（有限合伙）,深圳-南山区,1.5-2万/月,05-18
高级前端开发工程师,深圳市首控微金资本管理控股有限公司,深圳-福田区,1.2-2.5万/月,05-18
高级PHP开发工程师/网站开发经理,深圳市首控微金资本管理控股有限公司,深圳-福田区,1.2-3万/月,05-18
高级市场经理/SEM经理,深圳市首控微金资本管理控股有限公司,深圳-福田区,1.2-2.5万/月,05-18
中级前端开发工程师,深圳市荣耀香江商务咨询有限公司,深圳-福田区,1.1-1.2万/月,05-18
U3D程序员,智立方数码科技有限公司,深圳,1-1.5万/月,05-18
高级前端开发（angular/Nodejs/全找）,信必优(深圳)信息技术有限公司,深圳-南山区,1.5-2万/月,05-18
后端/全栈开发工程师,珠海紫燕无人飞行器有限公司,异地招聘,0.8-1万/月,05-18
web前端开发工程师,深圳特为科创信息技术有限公司,深圳,0.8-2万/月,05-18
JAVA WEB开发工程师,深圳开维教育信息技术股份有限公司,深圳-南山区,10-15万/年,05-18
Java高级开发工程师,深圳市大磨科技有限公司,深圳,0.8-1万/月,05-18
前端开发工程师J14482,携程旅行网深圳分公司,深圳-罗湖区,1.5-2.5万/月,05-18
前端开发工程师,深圳市欣贵隆科技有限公司,深圳-南山区,2-3万/月,05-18
Domino软件工程师-web,深圳市科陆电子科技股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
前端开发工程师（CLOU-NYZNH008）,深圳市科陆电子科技股份有限公司,深圳-南山区,1-1.5万/月,05-18
前端开发工程师,深圳前海得发金银交易有限公司,深圳-南山区,6-8千/月,05-18
前端开发工程师,深圳市艾博德科技股份有限公司,深圳,0.6-1.2万/月,05-18
前端开发工程师,深圳市艾博德科技股份有限公司,深圳,0.4-2万/月,05-18
高级前端开发工程师,深圳创源互动科技有限公司,深圳-南山区,1-1.5万/月,05-18
微信小程序开发（小游戏方向）,深圳创源互动科技有限公司,深圳-南山区,0.8-2万/月,05-18
高级前端工程师,云易恒基科技（深圳）有限公司,深圳-南山区,1.5-2万/月,05-18
H5前端开发工程师,云易恒基科技（深圳）有限公司,深圳-南山区,1.5-2万/月,05-18
白鹭前端开发工程师,深圳市亚势力广告与设计顾问有限公司,深圳-福田区,1.5-2万/月,05-18
h5开发工程师,深圳市鹏翼良方科技有限公司,深圳-龙华新区,0.6-1.2万/月,05-18
小程序开发工程师,深圳市鹏翼良方科技有限公司,深圳-龙华新区,6-8千/月,05-18
Web前端工程师,深圳市博安达信息技术股份有限公司,深圳-南山区,1-1.5万/月,05-18
Java开发工程师,康美药业股份有限公司,深圳-福田区,1.2-1.6万/月,05-18
.NET开发经理/架构师,康美健康云服务有限公司,深圳-福田区,1.5-3万/月,05-18
WEB前端工程师,深圳玛丝菲尔时装股份有限公司,深圳-龙华新区,0.8-1.2万/月,05-18
.NET开发工程师,深圳玛丝菲尔时装股份有限公司,深圳-龙华新区,1-1.5万/月,05-18
BI前端开发工程师,云智汇（深圳）高新科技服务有限公司,深圳-龙岗区,1-1.5万/月,05-18
Web前端开发工程师,云智汇（深圳）高新科技服务有限公司,深圳-龙岗区,0.8-1.5万/月,05-18
Web前端开发工程师,广州天翔航空科技有限公司,深圳-南山区,0.8-1万/月,05-18
前端高级开发工程师,深圳市快金数据技术服务有限公司,深圳-福田区,1-1.6万/月,05-18
建筑设计 BIM设计 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
室内设计师 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
APP开发工程师,华润万家有限公司-OLE业务单元,深圳-罗湖区,1-1.5万/月,05-18
动画设计师 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
IT工程师 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
C++开发工程师 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
视觉传达 UI设计 海外雇主直招 可移民非派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
java工程师 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
web设计岗 海外雇主直招 可移民非外派,沈阳华才网络咨询有限公司,深圳,1-4万/月,05-18
高级Java开发人员，澳大利亚雇主直招，无中介费,沈阳华才网络咨询有限公司,异地招聘,20-30万/年,05-18
Java开发工程师,广州您爱领网络科技有限公司,深圳-龙岗区,0.8-2.5万/月,05-18
前端开发工程师—工作地点：上海,深圳鹏锐信息技术股份有限公司,异地招聘,1.5-2万/月,05-18
H5前端开发工程师,深圳市小猫信息技术有限公司,深圳-南山区,0.8-1.3万/月,05-18
前端研发工程师,深圳市微队信息技术有限公司,深圳-南山区,0.8-1.3万/月,05-18
PHP程序员,深圳浦京投资发展有限公司,深圳,5-6千/月,05-18
H5游戏客户端主程,深圳市大梦龙途文化传播有限公司,深圳-南山区,1.5-2万/月,05-18
web前端工程师,盯盯拍（深圳）技术股份有限公司,深圳-南山区,0.8-1.2万/月,05-18
App 后端开发工程师,深圳市台智伟业电子有限公司,深圳,1.5-2万/月,05-18
App 前端开发工程师1 （Android 端 1人）,深圳市台智伟业电子有限公司,深圳,1.5-2万/月,05-18
微信开发工程师,深圳市万能洗车信息科技股份有限公司,深圳-罗湖区,0.8-1.6万/月,05-18
微信小程序开发,深圳市颖林信息科技有限公司,深圳,0.6-1.2万/月,05-18
网页美工设计师助理,深圳市易拓广告传媒有限公司,深圳-福田区,3-5千/月,05-18
Web开发工程师,深圳市奋达科技股份有限公司,深圳,1-1.5万/月,05-18
H5游戏客户端,深圳小多科技有限公司,深圳-南山区,1-1.5万/月,05-18
前端工程师-深圳-00796,北京比特大陆科技有限公司,深圳-南山区,20-30万/年,05-18
前端开发工程师-GA-深圳-00622,任子行网络技术股份有限公司,深圳-南山区,1-1.9万/月,05-18
高级java前端开发工程师,北京新榕基业软件技术有限公司,深圳-南山区,1-1.8万/月,05-18
中级java前端开发工程师,北京新榕基业软件技术有限公司,深圳-南山区,0.7-1万/月,05-18
c#/asp.net软件工程师(web方向),深圳市永祥药房连锁有限公司,深圳-龙岗区,0.6-1.5万/月,05-18
前端研发工程师,深圳市终极怪兽科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
前端开发工程师,深圳发财猪金融服务有限公司,深圳,1-1.5万/月,05-18
Web前端开发工程师,深圳发财猪金融服务有限公司,深圳,1-1.5万/月,05-18
iOS开发工程师,深圳发财猪金融服务有限公司,深圳,1-1.5万/月,05-18
Java高级开发工程师,深圳市鹏讯网络科技有限公司,深圳-南山区,1.5-3万/月,05-18
Java开发工程师,深圳市鹏讯网络科技有限公司,深圳-南山区,1.8-3万/月,05-18
高级ASP.NET程序员,深圳市鹏讯网络科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
前端项目经理,深圳隽思信息科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
前端系统架构师,深圳隽思信息科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
前端高级开发工程师,深圳隽思信息科技有限公司,深圳-南山区,0.9-1.8万/月,05-18
高级前端开发工程师,深圳市誉天智骏教育科技有限公司,深圳-福田区,1.5-2万/月,05-18
高级前端工程师（南山区）,深圳市世明科技有限公司,深圳,1.8-2.5万/月,05-18
H5项目主美,深圳市星锐游戏有限公司,深圳-南山区,1-1.8万/月,05-18
H5项目策划,深圳市星锐游戏有限公司,深圳-南山区,5-8千/月,05-18
H5前端程序,深圳市星锐游戏有限公司,深圳-南山区,0.8-1.2万/月,05-18
Web前端开发工程师,深圳市万睿智能科技有限公司（万科全资子公司）,深圳-福田区,1.2-1.6万/月,05-18
程序分析员（AEM应用开发）,深圳市金证科技股份有限公司,深圳-南山区,1.5-2万/月,05-18
前端开发工程师,深圳市金证科技股份有限公司,深圳-南山区,1-1.5万/月,05-18
Web前端开发工程师,深圳市金证科技股份有限公司,深圳-福田区,1-1.5万/月,05-18
XDKJ-Web前端开发工程师,深圳市金证科技股份有限公司,深圳-南山区,1.5-2.5万/月,05-18
AEM Application Development,深圳市金证科技股份有限公司,深圳-南山区,1.5-2万/月,05-18
Android开发工程师,深圳市金证科技股份有限公司,深圳-福田区,1-1.5万/月,05-18
H5,深圳市金证科技股份有限公司,深圳-福田区,1.3-1.8万/月,05-18
H5开发工程师,深圳市金证科技股份有限公司,深圳-福田区,1.3-1.8万/月,05-18
rhtj-Node.js开发工程师,深圳市金证科技股份有限公司,深圳-南山区,1-1.5万/月,05-18
Java Programmer,深圳市金证科技股份有限公司,深圳-南山区,1.2-1.6万/月,05-18
前端开发工程师,深圳市金证科技股份有限公司,深圳-福田区,1.2-1.5万/月,05-18
Analyst Programmer (java 开发）,深圳市金证科技股份有限公司,深圳-南山区,1.5-2.2万/月,05-18
Java高级开发工程师,深圳市金证科技股份有限公司,深圳-南山区,1.8-2.2万/月,05-18
web开发工程师,深圳市新律技术服务有限公司,深圳-龙华新区,4.5-6千/月,05-18
Flex/Layabox动画开发工程师,深圳市永达兴科技有限公司,深圳-宝安区,1.5-2万/月,05-18
Web前端开发工程师,深圳市永达兴科技有限公司,深圳-宝安区,0.8-1.5万/月,05-18
Flex/Layabox动画开发工程师,深圳市永达兴科技有限公司,深圳-宝安区,1.5-2万/月,05-18
WEB高级开发工程师（H5）,深圳市永达兴科技有限公司,深圳-宝安区,1.3-2.5万/月,05-18
PHP高级开发工程师（电商方向）,深圳市永达兴科技有限公司,深圳-宝安区,1.5-2.5万/月,05-18
PHP开发工程师（中高级）,深圳市永达兴科技有限公司,深圳-宝安区,1.2-1.8万/月,05-18
PHP开发架构师,深圳市永达兴科技有限公司,深圳-宝安区,2-3万/月,05-18
Web前端开发工程师,深圳市独尊科技开发有限公司,深圳-南山区,0.7-1.2万/月,05-18
Java高级开发工程师,深圳彩智慧网络有限公司,深圳-南山区,1-1.5万/月,05-18
Web前端开发工程师,深圳彩智慧网络有限公司,深圳-南山区,0.6-1万/月,05-18
Android开发工程师,广州市房掌柜网络技术有限公司,深圳-福田区,1.3-2万/月,05-18
JAVA/.NET开发工程师,广州市房掌柜网络技术有限公司,深圳-福田区,1.3-2万/月,05-18
Web前端开发工程师,深圳好课乐课教育科技有限公司,深圳,1-1.5万/月,05-18
前端系统工程师,深圳市万佳安物联科技股份有限公司,深圳-南山区,1-2万/月,05-18
前端开发工程师,深圳市华傲数据技术有限公司,深圳-南山区,0.8-1.6万/月,05-18
前端工程师,有用分期,深圳-南山区,1.6-2.5万/月,05-18
Web开发工程师/web前端开发,深圳市联众互动科技有限公司,深圳-南山区,0.6-1.2万/月,05-18
高级软件开发工程师,深圳光启空间技术有限公司,深圳-南山区,2-2.5万/月,05-18
WEB前端工程师,深圳光启空间技术有限公司,深圳-南山区,1.5-2万/月,05-18
高级Web前端开发工程师,金蝶软件（中国）有限公司,深圳,1.5-3万/月,05-18
前端开发工程师,深圳市万普拉斯科技有限公司,深圳-福田区,1-1.5万/月,05-18
Web前端开发工程师,深圳金达数据科技有限公司,深圳-福田区,1-2万/月,05-18
软件开发工程师（HR产品事业部）,金蝶软件（中国）有限公司,深圳,1.8-3.5万/月,05-18
Java开发工程师（HR产品部）,金蝶软件（中国）有限公司,深圳,1.8-3.5万/月,05-18
Web前端开发工程师（互联网金融）,金蝶软件（中国）有限公司,深圳,0.8-1.6万/月,05-18
web前端开发工程师（云基础技术 ）,金蝶软件（中国）有限公司,深圳,1.5-3万/月,05-18
Java开发工程师（HR核心平台部）,金蝶软件（中国）有限公司,深圳,1.5-2万/月,05-18
移动开发工程师（金蝶-和鹭赛艇）,金蝶软件（中国）有限公司,深圳,1.2-2.4万/月,05-18
软件开发工程师-.NET方向（金蝶-和鹭赛艇）,金蝶软件（中国）有限公司,深圳,1.2-2.4万/月,05-18
高级Web前端开发工程师（BOS开发）,金蝶软件（中国）有限公司,深圳,1.5-3万/月,05-18
高级WEB开发工程师,深圳市善行医疗科技有限公司,深圳-南山区,1.3-2.5万/月,05-18
H5前端开发工程师,团贷网,深圳-南山区,1-2万/月,05-18
H5和WEB开发工程师,深圳市大富网络技术有限公司,深圳-南山区,0.8-1.2万/月,05-18
高级/资深前端研发工程师,深圳市大富网络技术有限公司,深圳-南山区,2-3.5万/月,05-18
Javascript高级开发工程师,深圳市大富网络技术有限公司,深圳-南山区,1.5-2.5万/月,05-18
iOS开发工程师,即有分期,深圳-福田区,1.5-2.5万/月,05-18
Web前端开发工程师,六盘水麟波科技有限公司,深圳-南山区,0.8-3万/月,05-18
Java开发工程师,六盘水麟波科技有限公司,深圳-南山区,0.8-4万/月,05-18
JAVA高级软件开发工程师 UI WEB前端 c#,六盘水麟波科技有限公司,异地招聘,1-4万/月,05-18
WEB前端开发工程师,深圳阳光整形美容医院有限公司,深圳,0.8-1.5万/月,05-18
PHP开发工程师,深圳阳光整形美容医院有限公司,深圳,0.6-1.2万/月,05-18
AS+WEB 前端开发工程师,深圳智创未来教育科技有限公司,深圳-宝安区,1.4-2.4万/月,05-18
WEB前端开发工程师,深圳市壹捌无限科技有限公司,深圳-福田区,1-1.5万/月,05-18
项目经理,深圳奥哲网络科技有限公司,深圳-南山区,1-1.5万/月,05-18
前端开发工程师（实施十一部）,深圳奥哲网络科技有限公司,深圳-福田区,0.8-1万/月,05-18
.NET开发工程师（需出差）,深圳奥哲网络科技有限公司,深圳-南山区,0.6-1.2万/月,05-18
前端开发工程师,深圳奥哲网络科技有限公司,深圳-南山区,0.8-1.5万/月,05-18
前端架构师,深圳奥哲网络科技有限公司,深圳-南山区,2-3万/月,05-18
Java开发工程师(实施十一部）,深圳奥哲网络科技有限公司,深圳-南山区,1-2万/月,05-18
前端开发工程师（研发部，应届毕业生也考虑）,深圳奥哲网络科技有限公司,深圳-南山区,0.8-2.5万/月,05-18
.net开发工程师（研发部）,深圳奥哲网络科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
".net项目经理（实施四部,,深圳）",深圳奥哲网络科技有限公司,深圳-南山区,1-1.5万/月,05-18
前端开发工程师(氚云平台研发一部）,深圳奥哲网络科技有限公司,深圳-南山区,1.5-2万/月,05-18
前端研发工程师,深圳奥哲网络科技有限公司,深圳-南山区,1-1.5万/月,05-18
H5前端开发重构工程师,好富控股集团（深圳）有限公司,深圳-龙华新区,0.7-1.3万/月,05-18
Web开发工程师,深圳市乐易网络股份有限公司,深圳-南山区,1-1.6万/月,05-18
WEB全栈工程师,深圳市乐易网络股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
web全栈工程师,深圳市乐易网络股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
Web开发工程师,深圳市乐易网络股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
Engineering Director,"R2 GAME CO.,LIMITED",深圳-南山区,2.5-5万/月,05-18
Front-End Developer,"R2 GAME CO.,LIMITED",深圳-南山区,1.5-2.5万/月,05-18
高级前端开发工程师,股德信用管理（深圳）有限公司,深圳-南山区,1.6-2万/月,05-18
web前端工程师,深圳世联行地产顾问股份有限公司,深圳-南山区,13-20万/年,05-18
web工程师,深圳世联行地产顾问股份有限公司,深圳,1-2万/月,05-18
JS前端开发工程师,深圳市鑫溢网络科技有限公司,异地招聘,2.5-3万/月,05-18
售前技术支持工程师,深圳市蜗牛窝科技有限公司,深圳,0.6-1.5万/月,05-18
H5前端助教老师/H5项目经理,北京千锋互联科技有限公司深圳分公司,深圳-宝安区,0.6-1万/月,05-18
H5前端讲师,北京千锋互联科技有限公司深圳分公司,深圳-宝安区,1.2-2.6万/月,05-18
急招PHP 软件工程师（待遇好）,深圳市大家族网络有限公司,深圳-南山区,0.6-1.5万/月,05-18
Java开发工程师,深圳市聚蜂智能科技有限公司,深圳-南山区,1.5-2.5万/月,05-18
高级前端工程师,深圳市聚蜂智能科技有限公司,深圳-南山区,1.5-2万/月,05-18
网站美工,深圳市鸿宇通信息科技有限公司,深圳-龙华新区,0.8-1万/月,05-18
开发工程师,东莞贯新幼童用品有限公司,异地招聘,0.9-1万/月,05-18
.NET高级开发工程师,深圳市泰洲科技有限公司,深圳-福田区,1-1.5万/月,05-18
前端开发工程师,深圳市蒜泥科技有限公司,深圳-南山区,0.8-1.6万/月,05-18
vue前端开发工程师,大连东软思维科技发展有限公司,深圳-南山区,0.8-1.1万/月,05-18
前端开发工程师,大连东软思维科技发展有限公司,深圳-福田区,1.1-1.6万/月,05-18
ios开发工程师（外派）,大连东软思维科技发展有限公司,深圳-南山区,1.4-1.6万/月,05-18
android开发工程师（外派）,大连东软思维科技发展有限公司,深圳-南山区,1.5-2万/月,05-18
iOS开发工程师,大连东软思维科技发展有限公司,深圳,1.5-2万/月,05-18
前端工程师,北京开科唯识技术有限公司,深圳-南山区,1-2万/月,05-18
iOS开发工程师,大连东软思维科技发展有限公司,深圳-南山区,1.5-2万/月,05-18
iOS开发工程师,大连东软思维科技发展有限公司,深圳,1.5-2万/月,05-18
Android开发工程师,大连东软思维科技发展有限公司,深圳,1.5-2万/月,05-18
Java开发工程师,大连东软思维科技发展有限公司,深圳-南山区,1.5-2万/月,05-18
Android开发工程师,深圳中青宝互动网络股份有限公司,深圳,1-1.8万/月,05-18
Web前端开发工程师,深圳中青宝互动网络股份有限公司,深圳,1-1.5万/月,05-18
Web开发工程师,深圳回收宝科技有限公司,深圳-南山区,1.5-2.2万/月,05-18
WEB前端工程师,深圳市环球易购电子商务有限公司,深圳-南山区,1-1.5万/月,05-18
网页设计/制作(网站美工)急,深圳市同步齿科医疗股份有限公司,深圳-南山区,6-8千/月,05-18
高级软件开发工程师,贵阳高登世德金融科技有限公司,深圳,1-2万/月,05-18
IT项目经理-新媒体,深圳市思迪信息技术股份有限公司,深圳-南山区,1-2万/月,05-18
Java高级开发工程师,深圳市思迪信息技术股份有限公司,异地招聘,1.3-1.5万/月,05-18
项目经理-非现场业务产品部,深圳市思迪信息技术股份有限公司,深圳-南山区,1-1.5万/月,05-18
项目经理(Java)-营销服务产品部,深圳市思迪信息技术股份有限公司,深圳-南山区,1-1.8万/月,05-18
前端开发工程师,定制加（深圳）科技有限公司,深圳,2-2.5万/月,05-18
高级前端开发工程师(资深)-YSW,梦网荣信科技集团股份有限公司,深圳-南山区,1-2万/月,05-18
WEB前端开发工程师-TZ,梦网荣信科技集团股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
Web前端软件工程师-LLT,梦网荣信科技集团股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
高级php开发工程师--BKYF,梦网荣信科技集团股份有限公司,深圳-南山区,1.7-2.2万/月,05-18
高级Android应用开发工程师--BKYF,梦网荣信科技集团股份有限公司,深圳-南山区,1.2-1.7万/月,05-18
WEB前端开发工程师-云通讯YK,梦网荣信科技集团股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
高级Android应用开发工程师-BK,梦网荣信科技集团股份有限公司,深圳-南山区,1.5-2万/月,05-18
PHP开发工程师-BK,梦网荣信科技集团股份有限公司,深圳-南山区,1.5-3万/月,05-18
Web前端开发工程师,深圳市智游人科技有限公司,深圳-南山区,0.7-1.2万/月,05-18
前端开发工程师,深圳市智游人科技有限公司,深圳-南山区,0.6-1万/月,05-18
web前端开发,深圳市智游人科技有限公司,深圳-南山区,0.7-1.4万/月,05-18
高级前端开发工程师,深圳市科联汇通科技有限公司,深圳,0.8-1万/月,05-18
前端开发工程师,深圳市科联汇通科技有限公司,深圳,6-8千/月,05-18
Web前端工程师,深圳市卓越成长管理顾问有限公司,深圳-南山区,1-1.5万/月,05-18
高级java开发工程师,深圳市鸿合创新信息技术有限责任公司,深圳-南山区,1-2万/月,05-18
H5混合开发工程师,深圳市普天阳医疗科技股份有限公司,深圳,0.6-1.2万/月,05-18
Web开发工程师,深圳市盈通数据服务股份有限公司,深圳,0.8-1.6万/月,05-18
Java开发工程师,深圳市安华计算机有限公司,深圳-南山区,0.6-1万/月,05-18
Web前端开发工程师,深圳华云信息系统有限公司,深圳-南山区,1.2-2万/月,05-18
PHP开发工程师,深圳尚米网络技术有限公司,深圳,0.6-1万/月,05-18
Web前端开发工程师,深圳市易思博酷客科技有限公司,深圳,1-1.8万/月,05-18
Web前端开发工程师,深圳市捷顺科技实业股份有限公司,深圳-福田区,1.2-2万/月,05-18
web前端工程师,凯撒（中国）文化股份有限公司,深圳-南山区,1-2万/月,05-18
前端开发工程师（中天）,苏州工业园区凌志软件股份有限公司,深圳-南山区,1-1.5万/月,05-18
Android研发工程师,深圳壹捌玖通讯科技有限公司,深圳-宝安区,1-2万/月,05-18
PHP开发工程师,深圳市乐唯科技开发有限公司,深圳,1-1.5万/月,05-18
JAVA WEB开发工程师(斗吧),深圳市中网彩网络技术有限公司,深圳,0.8-1.5万/月,05-18
JAVA WEB开发工程师（天天盈球）,深圳市中网彩网络技术有限公司,深圳,0.8-1.5万/月,05-18
H5\WEB开发工程师（斗吧）,深圳市中网彩网络技术有限公司,深圳,0.8-1.3万/月,05-18
Java Web开发工程师,深圳市中网彩网络技术有限公司,深圳,0.8-1万/月,05-18
H5/WEB前端开发工程师(爱刮刮),深圳市中网彩网络技术有限公司,深圳,1-1.5万/月,05-18
H5\WEB前端开发工程师（天天盈球）,深圳市中网彩网络技术有限公司,深圳,1-1.5万/月,05-18
H5前端工程师,华讯方舟科技有限公司,深圳-宝安区,0.8-1.6万/月,05-18
微信小程序开发工程师,深圳飞豹航天航空科技有限公司,深圳,1-1.5万/月,05-18
高级ASP.NET 工程师,深圳飞豹航天航空科技有限公司,深圳,1-1.5万/月,05-18
初级ASP.NET工程师,深圳市奥莎供应链管理有限公司,深圳-福田区,4.5-6千/月,05-18
net技术经理,深圳市奥莎供应链管理有限公司,深圳-福田区,0.8-1.5万/月,05-18
WEB前端工程师,深圳市国联软件有限公司,深圳-龙岗区,1-1.5万/月,05-18
PHP开发工程师,深圳市领歌智联科技有限公司,深圳-龙华新区,1-1.5万/月,05-18
区块链前端开发岗Web前端工程师-QKLJF,深圳瀚德金融控股有限公司,深圳-南山区,1-3万/月,05-18
WebApp开发工程师,深圳市咨微信息科技有限公司,深圳-宝安区,0.6-1万/月,05-18
web开发工程师(大数据）,深圳市名通科技股份有限公司,深圳-南山区,0.8-1.6万/月,05-18
Java架构师,北京银信长远科技股份有限公司,深圳-南山区,1.5-2.1万/月,05-18
初级web前端开发,北京银信长远科技股份有限公司,深圳-南山区,0.7-1.1万/月,05-18
高级web前端开发,北京银信长远科技股份有限公司,深圳-南山区,1.4-1.9万/月,05-18
Java高级开发工程师,北京银信长远科技股份有限公司,深圳-南山区,1.5-2万/月,05-18
Web前端开发,北京银信长远科技股份有限公司,深圳-南山区,1.1-1.8万/月,05-18
Java开发,北京银信长远科技股份有限公司,深圳-南山区,1-1.8万/月,05-18
安卓开发工程师,深圳市鹰硕技术有限公司,深圳-宝安区,0.8-1.4万/月,05-18
课件制作老师,深圳市鹰硕技术有限公司,深圳-宝安区,6-8千/月,05-18
前端开发工程师,深圳市新风向科技有限公司,深圳-南山区,5-8千/月,05-18
PHP程序员,深圳市国人伟业信息技术有限公司,深圳-龙华新区,0.8-1万/月,05-18
iOS开发工程师,微马体育控股有限公司,深圳-福田区,1.2-2万/月,05-18
前端开发工程师-课后帮项目,深圳习习网络科技有限公司,深圳,1.2-2万/月,05-18
JAVA中级工程师-XMGJ,深圳瀚德金融控股有限公司,深圳-南山区,1.5-2万/月,05-18
软件开发工程师,中进国际货运,深圳-南山区,7-9千/月,05-18
.NET软件开发工程师,上海哥瑞利软件有限公司,深圳-宝安区,1.2-1.8万/月,05-18
前端开发工程师,北京壹卡行科技有限公司,深圳-南山区,1-1.5万/月,05-18
C#软件开发工程师,深圳市倍通供应链服务有限公司,深圳,0.8-1.5万/月,05-18
H5游戏运营经理/主管,深圳游禧科技有限公司,深圳,0.8-1.5万/月,05-18
Java开发工程师（沙头）,精英制模实业（深圳）有限公司,深圳-宝安区,1-1.5万/月,05-18
诚聘 互联网产品测试工程师,深圳前海西港互联金融服务有限公司,深圳-南山区,0.6-1.2万/月,05-18
网站架构师,深圳易思网络技术有限公司,深圳,20-30万/年,05-18
Software Engineer,深圳易思网络技术有限公司,深圳,1-1.5万/月,05-18
网页制作/WEB设计师,深圳易思网络技术有限公司,深圳-南山区,0.8-1万/月,05-18
软件工程师（android）,深圳怡化电脑股份有限公司,深圳-南山区,1-1.5万/月,05-18
前端工程师,深圳怡化电脑股份有限公司,深圳-南山区,6-8千/月,05-18
Java开发工程师,中兴软件技术（南昌）有限公司,深圳,1-2万/月,05-18
Web前端开发工程师,中兴软件技术（南昌）有限公司,深圳-南山区,0.8-1.3万/月,05-18
系统运维工程师,大族激光科技产业集团股份有限公司,深圳-宝安区,0.8-1万/月,05-18
中级Web前端工程师,深圳正谱教育技术有限公司,深圳-龙岗区,1-1.5万/月,05-18
JS前端开发工程师,慧商云集科技有限公司,深圳-福田区,0.8-1万/月,05-18
前端开发工程师,深圳市汇合发展有限公司,深圳-南山区,0.8-1.5万/月,05-18
UI设计师,深圳市深电能售电有限公司,深圳-南山区,0.8-1.2万/月,05-18
前端开发工程师 （深圳）,深圳友德医科技有限公司,深圳-南山区,0.8-1.2万/月,05-18
HTLM5工程师,深圳友德医科技有限公司,深圳-南山区,1-1.5万/月,05-18
iOS开发工程师,小黄狗环保科技有限公司,异地招聘,1-2.5万/月,05-18
Java H5开发工程师,深圳市宝贝团信息技术有限公司,深圳-南山区,1-1.3万/月,05-18
前端开发工程师,深圳天源迪科信息技术股份有限公司,深圳-福田区,1-1.8万/月,05-18
h5前端开发工程师,深圳天源迪科信息技术股份有限公司,深圳,1-1.5万/月,05-18
高级UI设计师,深圳天源迪科信息技术股份有限公司,深圳,1.2-1.6万/月,05-18
急速入职：WEB前端开发工程师,深圳天源迪科信息技术股份有限公司,深圳-罗湖区,1-1.8万/月,05-18
急聘：中高级JAVA开发工程师,深圳天源迪科信息技术股份有限公司,深圳-罗湖区,0.8-2万/月,05-18
web前端工程师,深圳市汇鑫科技股份有限公司,深圳-南山区,0.8-1万/月,05-18
Android开发工程师,广东安尔发智能科技股份有限公司,深圳-南山区,0.7-1.5万/月,05-18
Web前端开发工程师,广东安尔发智能科技股份有限公司,深圳-南山区,0.7-1.5万/月,05-18
软件开发工程师,深圳市龙澄高科技环保(集团)有限公司,深圳,1.5-2万/月,05-18
Node.js开发工程师,深圳市紫川软件有限公司,深圳-福田区,1-1.5万/月,05-18
Java开发工程师,深圳中航信息科技产业股份有限公司,深圳-福田区,1-1.5万/月,05-18
Java高级开发工程师,深圳市乐活电子商务有限公司,深圳-宝安区,1-2万/月,05-18
PHP开发工程师,深圳市银澎投资控股（集团）有限公司,深圳-南山区,6-9千/月,05-18
前端开发工程师,深圳市银澎投资控股（集团）有限公司,深圳-南山区,1-1.8万/月,05-18
Java高级开发工程师,深圳晓哲信息咨询合伙企业（有限合伙）,深圳-南山区,1.6-3.2万/月,05-18
前端开发工程师,深圳市银澎投资控股（集团）有限公司,深圳-南山区,1-1.8万/月,05-18
Web前端开发工程师,深圳新融典科技有限公司,深圳,0.8-1万/月,05-18
Web前端开发工程师,深圳市奇创网络科技有限公司,深圳-福田区,0.8-1.5万/月,05-18
Web前端开发工程师,深圳第一光年控股有限公司,深圳-龙华新区,1-2万/月,05-18
高级UI设计师,深圳市万家兄弟电子商务有限公司,深圳-龙华新区,0.8-1.8万/月,05-18
PHP程序员,深圳正能量网络营销有限公司,深圳-龙华新区,0.8-1万/月,05-18
Java高级开发工程师,深圳市深脑科技有限公司,深圳-南山区,1.5-2.5万/月,05-17
PHP高级开发工程师,现代众车在线（深圳）金融信息服务有限公司,深圳-福田区,1.5-2万/月,05-17
